,reviews,date,rating
150,"Great local beer served in liter mugs a fantastic menu of very well made traditional German foods and traditional music and garb make this beer hall a can't miss attraction! So why four stars? The oompah music is so loud that if seated in the front half of the building, it literally hurt our ears. That and I agree that the schnitzel my wife ordered was a bit underwhelming. That being said my suckling Pig with gravy and dumpling was fantastic, so tender with crunchy skin and the dumpling was springy gravy absorbing heaven! Of course all the beers we ordered were fantastic and not too filling very easy to drink!As to the noise, the place is huge, we just kept moving further away from the music until we could hear each other speak. Overall, so happy we choose to have dinner at this great local attraction. We would definitely go again!","Jun 6, 2019",4.0
151,Amazing beet garden and wonderland service! The food was great and the ambiance was what makes Germany an amazing country.,"Jul 22, 2023",5.0
152,"Atmosphere is great for beer.  Food is meh!Atmosphere is great for beer.  If you are looking for good food and service, go elsewhere.  History, music and beer make this a must see.","Jun 21, 2022",4.0
153,"This an old establishment that can not be missed. The food is consistent and good but don't expect gourmet cooking. The beer was the best part.  Service is lacking and you have to flag a waiter to get a drink or food. The day we were there they sold out of fried chicken.Also,the courtyard was full of mosquitoes and got a few bite on my legs and arms.","Jun 20, 2019",3.0
154,Definitely a place on most people's list of places to visit. It was definitely crowded while I was there. But good drinks great food good fun,"Oct 2, 2022",4.0
155,"The food here is to traditional Bavarian food what McDonald's is to good burgers. Convenience sauces, and they don't even bother to add Krautsalat or parsley to their Schweinebraten because they know their tourist audience will still tip and return home happy with their photos in front of the ""authentic"" costumed guys with the beers.Prices are what the good versions of the food would be at in less central parts of town.But the interior hall is nice, so why not just sit down, have a large beer or two, and the food elsewhere","Dec 14, 2022",2.0
156,"Really fun place. I came during Octoberfest. I sat down at about 10:30...about 30 minutes before the officially opened...but they were serving beer. By 11:30 the place was crazy full/busy. Tables were singing and cheering. Everyone there were happy drinks and everyone was friendly and encouraged you to participate in cheers and lots of toasting. With that said I think I know why some people would give poor scores. If you are looking for a quiet place to have a conversation with your friends, this is not the place. If you want to make instant friends, stand singing cheers, and drink a lot of great beer, this is the place for you. I will be back...","Oct 2, 2022",5.0
157,"Come for the bier and stay for the ambiance! We went to this Bierhaus on a very special night. Apparently on the first Monday of the month bands come to play and people are welcomed to bring instruments and join in. This was the first night in 2 years that they were able to do so after Covid. We were sat upstairs and feeling bummed that we didn't get to sit with everyone one else on the first floor where the hustle and bustle was, but we had no clue we were about to have one of the best nights of our life. We sang, we danced, we ate, drank and made friends. The food was very good and should be considered the standard for Bavaria. We listened to the traditional bands and were lucky to be front and center to watch a world class violinist grace us with a performance that put the room into tears. What an amazing night! Go and get the full experience. We had a reservation for 630 and didn't leave till well after 2 AM.","Oct 8, 2022",5.0
158,"You can't visit Munich without coming here.Liter mugs of beer. Big pretzels. Schnitzel. This place has the entire biergarten experience you're looking for when you come to Bavaria.Beyond that, the menu has something for everyone, from sausages to the very interesting German-style potato dumpling. The beer is refreshing and the food is great. Keep in mind that seating is a free-for-all. People come and go, so keep your eyes peeled and grab a bench when you can.A must go.","Jan 14, 2019",5.0
159,"Our server was a ghost after he dropped our first set of beers off. I realize that even if you put all your empty glasses to the side you may need to flag them down but other servers saw this and did not come to serve us, and ours was no where to be found. We don't plan on returning.","Dec 21, 2021",2.0
160,"We visited Hofbrau after walking around Marienplatz and also because it's a must if you're in Munich! Hofbrau is one of the oldest brewery in Bavaria I believe so it's got history. We seated ourselves and it's a short walk from Marienplatz. We came in shortly after it opened for lunch and there was no one there but damn literally after 30 mins, you wouldn't be able to find a seat anywhere! The place is lit haha during the day and any time really. It's like you're in Oktoberfest even though it's not Oktoberfest so if you're looking for that kind of vibe, definitely come here!Our service was particularly not great because the waiter took FOREVER. But it's fine. It's Oktoberfest, I'll give them that. They give you German menus so make sure to ask for English ones if you don't read German lol. We got roast pork with potato balls and gravy and charcuterie. Both were delicious, I had better roast pork outside of Hofbrau in Germany so I would say it's so-so. I think you come here for experience and the beer - not so much for the food but it will do! I overall liked my experience and would definitely come back here if I'm in Bavaria again!","Nov 2, 2018",4.0
161,"Went on Christmas Eve. Great food, service and atmosphere. No problem finding a table to join at 9pm.","Dec 25, 2022",4.0
162,"This place is huge. We came in on a Wednesday evening and it was packed! However, rest assured that you will not have to wait to get a table as you can sit wherever you'd like. Luckily for us, an entire table was available and able to fit all 6 of us. The service is extremely slow because there are very few servers who have to accommodate a whole lot of tables. We ordered a bunch of food; however, what I recall most is of course, THE BEER! My goodness, Munich does not play around with their beer size! *gasp*Highly recommend this place if you're in search of huge beers and good pretzels. However, food was just OK.","Jan 17, 2019",4.0
163,This place is more than a place to grab a bite to eat. It is an experience to dine here. The beer is amazing and the service exceeded all expectations. Our table could not see the bottom of a beer stein without another being on the way. The waiter even took some time out to sit down with us and talk to our  poodle. The food was as good as the beer and we hope to stop in to experience again soon.,"Dec 31, 2021",5.0
164,"1 for the food, 5 for the drinks and atmosphere = 3 overall. We made the mistake of making Hofbräuhaus our first destination in München. I can't count how many times our local friends told us in the days following to go for the drinks but avoid the food at all cost. Vegetarian options are limited and unappetizing. The sausages were so bad that we've renamed the place Hotdoghaus. A person I was traveling with, who has a reputation for being a dumpster and willing to eat anything with mustard on it, wouldn't even finish his meal. The pretzels and beer are phenomenal and the atmosphere can't be bought. Stick to the basic beer and pretzels, eat before you go, and have a night to remember.","Jan 3, 2019",3.0
165,"What a great place with great food! I thoroughly enjoyed eating here and the 1L beers are overwhelming. Delicious beer and delicious food with a great view of the decor and of the musicians playing classic Bavarian songs. The service is not great because it's so busy but if you want attention, you have to flag someone down. If I'm in Munich again, I would definitely give this another visit.","Dec 12, 2022",5.0
166,"I visited In late September and had a great time. Oktoberfest was cancelled but the place had quite the festive atmosphere and I enjoyed the beer, pretzels, and people watching. I was excited to return on my trip to Munich this week. When I arrived midday I was greeted by a man checking for vaccinations. I showed him my US CDC paper vaccination record and was turned away because I did not have the 'required' QRS code provided to German residents, which as a tourist, is unattainable in Germany (I visited three pharmacies to ask). Each time I was told, that in order to convert paper records to electronic would require that I am a German resident. I asked the pharmacist if establishments required electronic records only and was told that they could indeed, accept paper. I recognize Covid rates are up in Germany but unless this is a company policy, this was unfair for someone to subjectively reject my paper documentation.  As all Americans know, there is no federal government electronic records for vaccination in the US. Anyway, highly disappointed and reduced a five star rating to three. They were happy to accept my US documentation in September when there was lots of money to make but not so much now. I shall burn my Hofsbrauhaus T Shirt when I return home!","Dec 2, 2021",3.0
167,"Is this touristy? Yep! However, no one can argue the historical significance of the Hofbäuhaus. It's huge, noisy, loud, often chaotic, but something everyone should experience at least once. When people think Bavarian bier, Hofbräu is usually one of the first things that comes to mind. Litre biers and tradition oom-pah music make this an insanely fun place especially for groups though it can be difficult to find a seat when it's really busy. When the server comes to take your order be ready! They move quickly and when it's busy will only return to your table when absolutely necessary.","Dec 15, 2020",4.0
168,"Ok it gives the authentic Brewery House vibe with its authentic Bavarian folk music band, Steins (or more correctly Maas of 1L Beer) and pretty good food. Lots of selfish people of two hogging tables of 6-8. Pretty awful service by international standards yet they continue to pull in the crowds. Waiting 20 minutes to be served your menu when the place is not mad packed might be a quaint custom but it's kinda antiquated and shouldn't be tolerated as a local custom. But if Bavarian wants to live in the past it can, it serves up good beer just I think there are more local breweries with just the authentic touch but without the hype. The Octoberfest within the Brauhause has just finished. You didn't miss much. :)","Oct 4, 2021",3.0
169,"A must in Munchen. It's SO big!!! Just come for the beer of your choice, you have to know that it is ALWAYS crowded and loud but worth stopping for a short visit. Un must en Munich. Es TAN grande!!! Simplemente vengan por una cerveza de tu elección, tienen que saber que SIEMPRE está lleno y es ruidoso pero vale la pena una parada corta.","Nov 24, 2020",5.0
170,"We went to several beer gardens in Munich and this was the best one.  Steeped in history, the building dates back to the 1600s its a beautiful building.  Artwork painted in the ceiling you could spend all day looking at.  The place is huge!Located in a very happening part of Munich there is a lot to do walk around and see both pre & post beers.  Of course the beers are excellent, but they all were.Absolutely worth the visit.","Nov 13, 2018",5.0
171,"Go for a beer...eat a pretzel.  Get dinner somewhere else.The dinner food is really pretty shameful.  Low quality.  Yes, the place is a tourist trap, but it's like they really stopped trying.  They know they can get away with serving slop to you all...and you will continue to come.  Clearly this establishment has completely sold out.  No pride.","Feb 5, 2019",1.0
172,"Wonderful atmosphere, just flag down a server, grab a grosse beer and some Essen and enjoy the time and the love music!","Aug 27, 2021",5.0
173,What else can I say except that it is a must visit place In Munich that you will enjoy.,"Jul 22, 2022",5.0
174,"Meh... I've been to the Hofbrauhaus in Las Vegas so I had high expectations for the original. But the waiters are rude and impatient. Saw this happening at other tables with other waiters too not just ours. But we were ready (after waiting a while, np on the wait we used that time to make our selections and take in the ambiance not too busy yet for an early dinner with tables empty we found ours as soon as we walked in) and giving him our order without questions or hesitation, a party of 6 and he cut the 4th person as he was telling him what he wanted saying hurry I have a lot of tables. We did turn it around on our waiter though and gave him a taste of his own medicine and started rushing him! He changed his tune real quick especially when we told him we would be saving a lot of money on the tip. After that service was better we did tip well and the food was ok but I personally liked the crispy roast pork at the Oktoberfest Hofbrau tent better. Hofbrau Oktoberfest beer was good all the time but Spaten though...","Oct 9, 2023",3.0
175,"It's a little touristy but had to eat here while in Munich. This is truly German fare, if you're an American expecting American/German food, this is not the place for you. I got the schnitzel and massive beers. It is rock concert loud, packed elbow to elbow, and there's a great pretzel girl that travels table to table selling German pretzels. It's a very unique experience, a very fun experience, and delicious German food.","Aug 19, 2020",5.0
176,Nothing that hasn't already been said. It's a tourist destination and expectations should be set accordingly.  We enjoyed it for what it is.,"Sep 8, 2022",4.0
177,"Best beer in Germany in my opinion. I ordered the pork knuckle and my wife had the half chicken. Both were excellent. They played music and the atmosphere was amazing. If you can't make it to Oktoberfest, but want the experience of one. Come here.","Sep 20, 2020",5.0
178,"Honestly, Munich was a huge letdown from a culinary standpoint. But I can stand firm and say that Hofbrauhaus was basically the only place I liked. Beer and giant pork shank. What could go wrong?","Dec 16, 2019",4.0
179,"This place is INCREDIBLE!  The food is awesome, service was great even though the place was packed for Octoberfest!   The beer is very strong so watch out if you're a lightweight. The giant beer mugs must hold close to a gallon of beer. I ordered the schnitzel dinner and it was fantastic.  It came with some bread and sweet red cabbage. My dinner and beer rang up to only 18.5 euros.To know what REAL German tastes like, I had to go to Germany.  American versions of the German restaurant don't even compare.If you're in Munich near the Marienplatz this is the place to go.","Dec 28, 2021",5.0
180,"3.5 stars for food. 4 stars for atmosphere. Came here for dinner on my first day on Germany. Huge place, with plenty of seating and plenty of people. You basically seat yourself and flag down a waiter to order your food.We tried the sausages with sauerkraut, pork knuckles, schnitzel, pretzel, and beer.Food was OK. Schnitzel was a bit soggy. Pork knuckles was pretty good. Love the crunchy skin. The sausages were alright. Beer was nice. I'm not much of a drinker but I tried a couple sips of the original beer, and it was nice and light. I also tried the non alcoholic wheat beer, and that was nice as well. Light alcoholic taste without the Asian flush.Pretzel is huge, thick and pretty good. You have to get it from one of the girls holding a basket of pretzels to sell. They have live music and restaurant is humongous. They also have a gift shop to buy souvenirs.","Feb 4, 2018",4.0
181,"Went here with a friend last month and it was super cool to be able to come here! The beers are pretty good and obviously a good size so there were no issues there. The atmosphere was super fun with live music and random people selling dessert pastries and pretzels. My biggest concern is that in the summer, it gets extremely hot in Munich. There is NO ventilation here! Keep this in mind. When you sit down there is no flow of air so be ready. We didn't eat here but judging from other people's food and the prices, I'm sure it's better to eat elsewhere. Otherwise it was such a fun place to be and I can't wait to go back!!","Sep 7, 2018",4.0
182,"Why 4 stars? Because I can say I did it, but I don't know that I'd need to return.    ---   ---   ---Since Hofrauhaus opened a location in St. Pete, Florida, I feel like it tarnished my experience a bit at this original location. The location in my neck of the woods looks virtually identical, the OG is just larger.One thing I noticed right as we walked in - it smelled like a locker room. I'm not sure if that's the beer, the sausage or the sweaty people inside, but it wasn't the most pleasant aroma, and it was not a subtle smell - it really kicked us in the face as we entered. I definitely don't recommend visiting here if you're looking to have a conversation. It's super loud and it was tough for us to find a seat - definitely be prepared for the communal table situation. And the loudness was mostly due to the band playing nearby, not as much because the patrons were feeling particularly Oktoberfest-y. There was one table who would stand up and yell ""AYYYYY"" at certain points along with the band, but mostly everyone else was pretty subdued. I was trying to chat with the locals around us, but because it was so loud and because of the language barrier, my wife and I mostly found ourselves just kind of sitting and looking around instead of trying to communicate. She doesn't drink beer and we had just eaten, so I enjoyed one beer and we decided to head out. If you're in Munich, it's probably worth visiting once, especially if you've never been to a satellite location, but hopefully you'll be in a bit more of a party mood than we were on that night.","Sep 28, 2017",4.0
183,"Hofbrau Haus is one of the great mega temples of beer.  As with Mecca, the Wailing Wall,  the Vatican, all worthy pilgrims make the journey at some point in their life.  Even as a beer infidel, going to Hofbrau Haus I can sense that I am in the presence of something more divine and powerful than my own mortality.   Manly men in Lederhosen rock the upstairs beer hall   with traditional German beer hall music while drunk off their ass patrons sing, scream, eat urinate and suck down unimaginable quantities of amber nectar.  Few experiences will bring you closet to heaven.  I even heard someone praying to a porcelain God in the men's room.Hofbrau Haus's Oktoberfest tent seats 9,991 pilgrims who do their part to consume the 7.5 million gallons of beer that are consumed during the 2+ week Oktoberfest period.  Not to be missed when visiting Munich.","Sep 17, 2017",5.0
184,"Honestly, it was a nightmare to dine here, especially during covid. There's contact tracing check in at the door and every other table inside is blocked for distancing. There weren't enough tables to seat everyone and you're on your own to find a table to sit once inside.Service was inattentive and took forever to get a menu, order, get food, and pay. They're cash only and the waiter assumed that the €2 change was for him. The food is fine, but skip this Brauhaus, there's so many others within walking distance.","Aug 8, 2020",2.0
185,"Hofbräuhaus is one the places I've seen all over every major travel website on their to do list in Munich. Essentially I was under the impression that it was the ""orientation"" for foreigners. We told our German friends and knowing our enthusiasm, they set a reservation! However how busy, loud and generally lack of service in this place makes it feel disorganized. We sat in the outdoor patio area on the second floor. Heads up you're suppose to call or go online a week in advance if you want a reservation. On the day, we called to push back our reservation for 30mins later and fortunately they were nice about it. First, so much meat! Which is German staple to pair with beer. Which is fine, but my friend ordered a large mixed salad and it took them forever to serve it (nearly when the other four of us finished our meal), half hour later. The main entrees in your order will arrive fast in the matter of minutes, so will the beer, but not if you're trying to get something else. The white veal sausages with mustard also arrived half hour later. (side note: the white sausages are usually eaten without the skin. Heard it's because the skin is bad for digestion). We understand that the waiter was busy but the salad and prepared sausage is easily the simplest part of our order. We reminded the waiter three times because it seemed like he forgot about our order. The dark beer with lemonade was interesting and has the fizz of coca-cola. I like sweet foods so it was the interesting part of our meal. Overall I got to learn a lot about German cuisine from my German friends and we had a good time catching up. But we could have a easier time at another beer house in a less crowded location with better service.","Aug 4, 2018",3.0
186,"Hofbrauhaus is everything wrong and right about a tourist trap.  They have a super large hall that could fit a bunch of people.  They have a live band playing classic German music.  They've got a gift shop filled with all those trinkets your family would love at home.  My first visit I went by myself during the middle of the week around dinner time.  The place was PACKED.  There's a bunch of tables reserved, but everywhere else is open seating.  Even by myself, I had a hard time finding a place to rest.  After finding a spot, I ordered an original 1 L beer and started getting sloshed because it was the first meal of the day.  My neighbor tried the meatloaf and said it was like Spam without the zing.  He didn't finish it, of course I chose another pork knuckle experience.  HB made the most delicious knuckle I've had in Munich.  The skin was crisp and the meat was tender.  The potato dumpling was delectable.  I also ordered veal sausage, which came floating in a vessel of hot water.  Great experience.  My second visit, we sat down and waved for service, but to no avail.  We decided to walk up to the entrance and find a seat there where we were promptly taken care of.  -1 star for that piss poor start.  I don't know what happened this time.  Must be a bad chef back there because the skin on our knuckle was not crisp at all, which was disappointing to my +1.  We also had some yummy wieners with mustard too.  Overall, HB is one of those items to check off your touristy list.  Pick up some neat gifts at the shop while your there.","Sep 6, 2017",4.0
187,A place to go to check the block. Food was eh. A little overpriced and standard compared to the price and flavor at most of the mom and pop places around Munich. I would compare it to standard bar food in the states. Same things as most sit down restaurants but watered down in a sense. We lucked out with our group of 6 by getting there around 12 on a Saturday to beat the rush and did not have to wait. Beer is simple and good. Had the original and dunkle. They do have others like the radler and some seasonal choices. The beers come in 1 Ls so you won't have to get a refill often. This works as they are kind of slow at coming around to the tables. More of a place to sit around and have a beer with friends for the nostalgia purpose than the quality of food & beer/ price. I would go again if a new group wanted to go but would stick to other places that are less of a tourist destination.,"Jul 5, 2020",3.0
188,"Sadly, this beer house did not live up to its reputation. We stopped by on a weekday night and it was packed. Finding seating was a bit tricky especially with how big this is but after a few laps around the garden we scored a table. Thank goodness we found a spot outside because inside the hall was incredibly humid and smelled kind of funky.We started off with some beers and then worked up an appetite. My fiancé and his buddy ordered a pretzel, which were extremely hard and stale. They said it was by far the worst pretzel they've ever had. I got the cheese spätzle and it was pretty awful too. Not sure if it had just been sitting out for a while since it was later in the night but it came out cold.Our waiter wasn't the friendliest with us at first (might have been a language barrier) but he eventually warmed up to us towards the end. So the food was pretty disappointing, come for just the beer if anything but it's definitely a tourist trap.","Sep 20, 2017",2.0
189,"If you are going to come to Munich, you have to make a stop here. It's huge, hectic, and historical. The place is just a classic that you can't pass up. Is there better beer halls? Sure. Are they Hoffbrau? No. You enter and basically find any free seats. You can make reservations but they are in a separate area and you want to be in the cool halls with everyone. You'll meet new people as after a few liters, you will be friends!The beer is crisp and clean. And in this day and age of craft beers with triple hops and peach peanut butter stouts, I found it refreshing. We went with the Originals and the Oktoberfest. The later being the maltier of the bunch. Very good. And from the US bottled ones to compare to, it was less bitter in Germany. The food is traditional German food. Nothing to write about. It is filling and authentic but not the best in town. And that's ok. When in Munich make this a stop. For the beers and atmosphere alone. Prost!","Oct 2, 2019",4.0
190,"You're not going here for the food because it's your basic German food. You go here for the experience and the beer. Such a fun atmosphere that really encompasses Bavarian culture. If you aren't hungry, you'll be fine getting a Brezel and a Bier and still have a great experience.","Aug 18, 2022",4.0
191,"The oldest beer house in Munich, it was the last stop of our beer and food tour and it is also known as a place frequented by Adolf Hitler during his early political years. We returned here to try authentic Bavarian food, and we definitely got authentic European service. We were ignored by several waiters we tried to wave down several times until someone was kind enough to seat us. Once we sat, it took 20 minutes before a waiter even entered the room so we waved down the host. Once we got a server, though, he was very attentive. We started with the obazda cheese, I ordered the pork and dumpling, and my wife ordered the vegetable quiche.The cheese was soft and delicious and it had a unique taste. The pork was cooked well, but the sauce was flavorless and the dumpling was bland. The vegetable quiche had a good potion of vegetables inside with a salad on the side that had a light dressing. The pastry itself was not very flavorful. She ended up picking the vegetables out to avoid the rest. With poor service and below average food, maybe try this place out for beers and go to another restaurant for authentic Bavarian food.","Nov 21, 2019",2.0
192,"This place is PACKED. It was also Oktoberfest weekend in Munich, so it was to be expected. We ended up eating outside and the wait was understandably a bit long. They didn't seem to have English menus, so we used Google translate on some things (it's been 15 years since my German class, so I need a pass lol) A few of us got the pork knuckle (Schweinshaxe) that came with a side of dumpling. It was enough for my husband and I to share though getting the meat off of it was not an easy process. OMG the fat is so crispy and tasty. It's an absolute MUST TRY aside from schnitzel in Germany. Many, if not all of the major brewhouses seem to have them. Everything was quite tasty and the service was good, so no major complaints here.","Oct 10, 2019",4.0
193,This is my favorite restaurant I've been to in Germany. The atmosphere is fun and they play awesome German music. You seat yourselves. We sat down and a waiter was very quick to come over and help us. He didn't speak much English but he was still really helpful. They have English menus which is nice. We all enjoyed our meals. The restaurant is also in a good location.,"Jun 24, 2021",5.0
194,The place to come for festivities! Visited here during the evening time and I would recommend eating outside as it was stuffy and felt like a sweaty sauna this place is huge and can pack a lot of people. The outside courtyard is also very big and has a second level with additional outdoor and indoor seating. I loved walking in and hearing the live band it really set the mood. The food and drinks here were great and the pretzel is not on their menu. There are some ladies that walk around selling them and you can purchase the pretzels from them.,"Nov 21, 2019",4.0
195,"This was a great experience for my study abroad group. We wandered around the Hofbräuhaus on a Friday night and it was wild. There were people everywhere having a great time. We have a large group so our reservation was on the third floor which was a massive dining hall. The service was good considering how many people were in the restaurant, but the food was nothing to get worked up about. We also got to hear the Umpa band right next to us and ""whip"" music a couple of times which was really loud, but fun to watch. This is a must visit in Munich.","Jan 5, 2020",5.0
196,"I was pretty excited in general to check out Hofbrauhaus. Finally getting over my jet lag and feeling like a normal person again, we entered after a full day wandering all over Munich. First thing is first, the checklist...Live music? Yep.Beer hall? Yep.Beer garden? Yep.Food? Yep.Beer by the liter? YAS.I have to say the food was just average in my opinion, but what they lack in food they make up for in ambiance. The live band was great. Some people dancing and just about everybody day drinking on a Sunday. Seating is self serve and I would definitely say it's quite the mix of locals and tourists. Also English menus at hand if needed and each of the servers seemed to understand English which made it easy for us to communicate. For food, I ordered the roast pork with crackling served with homemade natural gravy and a potato dumpling. I probably would've went with some sort of sausage or pork knuckle but I'd been ordering quite a few of those over the past few days so I thought I'd give the roast pork a try. While it was quite juicy and tender, easily would've preferred a pork knuckle or a sausage plate after a few bites. The potato dumpling, not sure what it is about it but just not a fan of potato dumplings in general.For beer, I did a liter of their dark beer. Surprisingly not as filling as one might think and I was able to put it down with no problem along with my food. Talk about crushable. Anyways, it was an enjoyable experience and definitely a must do when in Germany... visit a beer garden and have a liter of beer. Cross that off the bucket list.'Til next time, cheers!209/365","Aug 18, 2017",4.0
197,Portionsweise were a bit on the small side and my meat was very dry. I guess this is to be expected from a tourist attraction.,"Sep 7, 2022",3.0
198,"Food: 3.5/5.0Service: 3.5/5.0Value: 3.0/5.0Decor: 3.5/5.0Overall: 3.5/5.0Food was good, except for the pork knuckle which seemed like the animal wasn't fully bled.  The other dishes were pretty food.  Service was helpful, but it helped that I was there for a weekday lunch.  Wouldn't mind returning if in the area.","Jan 4, 2020",4.0
199,"No visit to Munich would be complete without a visit to the Hofbrauhaus. This iconic beer hall/restaurant carries so much history not only for Germany, but for Bavaria.Even though the hall is large, they do a pretty good job at serving you and making sure your liter of beer doesn't get empty. As with most halls, seating is family style which means you will make fast friends with your neighbors.I would recommend visiting during the weekday evenings to get the full effect (including the band) -- but still being able to find a seating (especially if you are traveling with a group of folks).","Nov 28, 2017",4.0
200,"The greatest and most fun beerhall I've ever been to!!!  Is it touristy? YES!  But locals go there too.  Is it loud and crowded? YES!  Is the beer a little pricey? YES!  But who cares?  Hofbrauhaus is awesome.  Walking into Hofbrauhaus is stunning. It's huge. Massive. It's packed with people enjoying plentiful beer and the company of hundreds of other people. Bavarian music played by the  live band in the center of the room surrounds you. And so surprisingly beautiful. We were stunned by the vaulted, beautifully painted ceilings.It was Friday night, but we found seats at a long table shared with people from the UK, Ireland and Germany. Sharing beer with strangers is half the fun of a beer garden.  We ordered our big Hofbrau beers and settled in surrounded by great oom pa pa music and the roar of the crowd. It feels like Oktoberfest come to life every day.  Our waiter was great. SO MUCH FUN!  Hofbrauhaus is everything you didn't know you wished existed near your own house. You'd never find such attention to community, architecture and beauty in the US. Not a tv in sight. Go here for a fun evening in Munich.","Jul 20, 2019",5.0
201,"Really enjoyed this place.  I feel it was a pretty reasonable tab.We had the Bavarian Cheese appetizer, 6 beers, 2 bottles of water, suckling pig, and a 1/2 order of Pig knuckle. The whole bill was under €100.  For a place that has such a large volume of tourists, these prices really surprised me.  I expected it to be a lot more.The server was very friendly. And the overall atmosphere was really nice.  I recommend making a reservation if you don't want to wait in line.  We went on a weekday.  It was busy early when we got there at 8pm, then tapered off quite a bit by the end of our meal.Lastly, the food was delicious.  The serving size was more than enough.  Very happy with it.","Dec 20, 2019",5.0
202,"Hofbrauhaus was everything we expected. Great food (you have to try the pork knuckles), lively atmosphere with live music, and of course great beer. When in Germany you must go to Hofbrauhaus or you didn't really experience Germany. Also, try out one of their massive pretzels.","Sep 30, 2019",5.0
203,"Definitely a place worth going to when in Munich. Hofbrauhaus is a fun beer hall that has tons of history attached to it, dating back to the 1500's! Can be a bit confusing at first when you first enter, but you can just go sit wherever there is an open bench seat and a server will come up to you to take your drink order and then food order if you also want to eat. Their original (lager) beer was pretty good. We got the Roast Pork Belly dish and their Weiner Schnitzel and they were both pretty good as well. The best? Probably not. You come to Hofbrauhaus for the experience, definitely not for the food. Super touristy but you'll have some crazy fun here!","Sep 10, 2019",5.0
204,"It's almost a rule that one must go drink a beer and eat German food at this classic, historic beer hall! So, while in vacation in Munich, that's exactly what we did! FOOD: After finding a table nestled in the corner, we decided to start our evening by enjoying a stein of beer and a basket of warm pretzles. So delicious!! And with so many entree options, my husband and I had a hard time deciding what to order! We finally decided to try the Wienerschnitzel and Bavarian Roast Chicken. Both served with potato salad and cranberries, we were set! The meat was tender and flavored perfectly.  SERVICE: Our server was attentive, fun and outgoing. Not to mention, all the waitresses carrying 8-10 steins filled with beer around to the tables was impressive! SPACE/ATMOSPHERE: The space is huge!! With multiple halls and rooms, I was amazed with how massive the space was! The atmosphere was upbeat and fun. With a live band playing Bavarian music, and the ceiling painted with beautiful murals, the space comes to life and the vibe is energetic and fun. Although it's definitely a tourist spot, make sure not miss it! You won't be disappointed!","Jul 30, 2019",4.0
205,"Although this is a tourist destination, we found it enjoyable. There is a large outside bier Garten. The main dining room had a German band playing which made the atmosphere fun. We were here for lunch so it was mello. We saw plenty of locals that had their own steins.One piece of advice, get the pretzel from the girls walking around. The pretzels on the menu were just ok","Sep 10, 2019",4.0
206,"When you're traveling to Bavaria, this is the place to stop by to take it all in; Bavarian beer, music and food. The ambiance is something you cannot find elsewhere. Hofbräuhaus is only four blocks away from Marienplatz. Once you walk in, you can basically just sit at any bench as long as they're not reserved. Flag a server and order your beer and food. I do recommend Schweinsharxe (a roasted ham hock) and Lammwurst to go with your beer.","Mar 30, 2018",4.0
207,"In the middle of the city center - CheckLots of room to sit down and mingle - CheckDiverse crowd, fun people watching - CheckReasonably priced beers the size of your head - YASSS!!!While in Munich this is a must-see even if you only stop in for a couple beers and a snack. When you enter you likely won't find a hostess or server to seat you. We just sort of followed some guys in and sat at an open table. They have long tables that encourage social interaction with strangers which I think is fun. The service was sort of slow, not very friendly but that is ok too. We were mainly here for the experience and people watching. A gal will come around with giant pretzels or other yummy carb goodies for 2€. Right before we left a band was starting to play. Also there is an on site gift shop that sells beer steins and mugs for outrageous prices:)I love Munich!","Nov 19, 2019",4.0
208,"Crazy experience coming from the U.S. granted I came urging the first few days of Oktoberfest so it might have been more ""extra"" for the crowds. The beer stein  was massive. Lots of German food- lots of meat with a few veggie options. The only vegan option might be the pretzel which was also massive and delicious. My friend and I went upstairs and enjoyed the live music rather than staying downstairs with the massive crowds. Beer was good, crisp and light. I'm. It a big beer drinker but it was mild enough for my pallet.","Sep 23, 2019",4.0
209,"Racist and gross AVOID IF YOU ARE BROWN. My husband and I are brown and came from San Francisco and decided to check this place off our list because it was a highly recommended watering hole in Münich. The waiting staff didn't take our order until 20 minutes of us sitting there and the other caucasians that came after us all got their orders taken. I can't believe something like this is happening in 2023, this wouldn't even happen in the remotest of mid-west small towns in the US. One thing this place had going for them was fortunately the beer. We tried the hofrbräu original and it was decent. But the experience overall was garbage. Oh, we tipped the waiter as much as the beer costed, so no idea what's going on here. Are these people traumatized and acting out? We will never know, because we are not coming back ever.","Feb 25, 2023",1.0
210,"You know what you're getting into if you go here. It's one of the five original big breweries in Munich. during Oktoberfest it's one of the tents that everyone tries getting into. This is an amazing experience. The ones in the USA look the same as the one in Munich. The food is excellent, the service is excellent, and it gives you the quintessential German beer experience.","Aug 28, 2019",5.0
211,Have to go here when in Munich. Beer is good. Food is average at best.  Music is traditional German music. Lots of overpriced souveneirs. Yes we bought some. Women walking around selling pretzels and bread. 5 euros a pretzel. Very crowded. Tourists squeeze togetherat tables. We have a hofbrauhaus in Northern Kentucky just like this with better food.,"May 17, 2019",4.0
212,"This is a review of the food, as we didn't have any drinks.  The Whole Roasted Knuckle of Pork was disappointing. The meat was not fall off the bone tender but the flavor was good.  The potato dumpling was too dense for my taste. The Weinerschitzel was just okay as it was a little bland. The potato salad was okay, but a cold side wasn't to my liking.The service was average.  I wouldn't recommend the restaurant as I think it is a tourist oriented eatery.","Oct 6, 2019",3.0
